fitness,archivo
299.0,BCL1
287.0,BCL1
327.0,BCL1
286.0,BCL1
315.0,BCL1
305.0,BCL1
305.0,BCL1
298.0,BCL1
300.0,BCL1
290.0,BCL1
304.0,BCL1
693.0,MIR2
676.0,MIR2
677.0,MIR2
666.0,MIR2
272.0,MIR2
582.0,MIR2
617.0,MIR2
682.0,MIR2
615.0,MIR2
664.0,MIR2
272.0,MIR2
266.0,QL1
270.0,QL1
270.0,QL1
262.0,QL1
265.0,QL1
264.0,QL1
267.0,QL1
269.0,QL1
265.0,QL1
263.0,QL1
270.0,QL2
268.0,QL2
270.0,QL2
270.0,QL2
268.0,QL2
270.0,QL2
270.0,QL2
269.0,QL2
269.0,QL2
270.0,QL2
271.0,QL2
268.0,QL3
267.0,QL3
268.0,QL3
268.0,QL3
269.0,QL3
271.0,QL3
271.0,QL3
271.0,QL3
273.0,QL3
267.0,QL3
267.0,QL3
267.0,QL4
273.0,QL4
270.0,QL4
271.0,QL4
267.0,QL4
267.0,QL4
270.0,QL4
267.0,QL4
267.0,QL4
266.0,QL4
267.0,QL4
269.0,QL5
265.0,QL5
268.0,QL5
271.0,QL5
272.0,QL5
269.0,QL5
270.0,QL5
269.0,QL5
269.0,QL5
270.0,QL5
268.0,QL5
