fitness,archivo
61.0,BCL1
61.0,BCL1
62.0,BCL1
62.0,BCL1
62.0,BCL1
60.0,BCL1
61.0,BCL1
60.0,BCL1
62.0,BCL1
62.0,BCL1
61.0,BCL1
62.0,BCL1
66.0,MIR2
66.0,MIR2
69.0,MIR2
68.0,MIR2
67.0,MIR2
66.0,MIR2
66.0,MIR2
67.0,MIR2
67.0,MIR2
66.0,MIR2
77.0,QL1
71.0,QL1
63.0,QL1
63.0,QL1
65.0,QL1
62.0,QL1
66.0,QL1
65.0,QL1
63.0,QL1
66.0,QL1
62.0,QL1
63.0,QL2
64.0,QL2
61.0,QL2
66.0,QL2
66.0,QL2
61.0,QL2
64.0,QL2
62.0,QL2
62.0,QL2
65.0,QL2
64.0,QL2
65.0,QL3
65.0,QL3
66.0,QL3
64.0,QL3
63.0,QL3
63.0,QL3
66.0,QL3
64.0,QL3
65.0,QL3
63.0,QL3
65.0,QL3
66.0,QL4
65.0,QL4
63.0,QL4
63.0,QL4
64.0,QL4
64.0,QL4
67.0,QL4
66.0,QL4
64.0,QL4
64.0,QL4
62.0,QL4
63.0,QL5
62.0,QL5
65.0,QL5
65.0,QL5
64.0,QL5
63.0,QL5
65.0,QL5
64.0,QL5
64.0,QL5
63.0,QL5
61.0,QL5
