fitness,archivo
61.0,BCL1
61.0,BCL1
64.0,BCL1
62.0,BCL1
63.0,BCL1
63.0,BCL1
63.0,BCL1
62.0,BCL1
63.0,BCL1
62.0,BCL1
63.0,BCL1
63.0,BCL1
62.0,BCL1
63.0,BCL1
62.0,BCL1
63.0,BCL1
63.0,BCL1
66.0,MIR2
65.0,MIR2
66.0,MIR2
66.0,MIR2
66.0,MIR2
65.0,MIR2
65.0,MIR2
64.0,MIR2
65.0,MIR2
66.0,MIR2
65.0,MIR2
65.0,QL1
65.0,QL1
64.0,QL1
63.0,QL1
64.0,QL1
65.0,QL1
64.0,QL1
64.0,QL1
65.0,QL1
65.0,QL1
65.0,QL1
64.0,QL2
65.0,QL2
64.0,QL2
63.0,QL2
63.0,QL2
65.0,QL2
65.0,QL2
64.0,QL2
64.0,QL2
65.0,QL2
64.0,QL2
65.0,QL3
63.0,QL3
64.0,QL3
63.0,QL3
64.0,QL3
65.0,QL3
65.0,QL3
65.0,QL3
64.0,QL3
64.0,QL3
65.0,QL3
64.0,QL4
65.0,QL4
64.0,QL4
65.0,QL4
65.0,QL4
64.0,QL4
65.0,QL4
64.0,QL4
64.0,QL4
65.0,QL4
64.0,QL4
64.0,QL5
63.0,QL5
65.0,QL5
64.0,QL5
64.0,QL5
64.0,QL5
64.0,QL5
65.0,QL5
65.0,QL5
64.0,QL5
