fitness,archivo
286.0,BCL1
302.0,BCL1
278.0,BCL1
269.0,BCL1
379.0,BCL1
303.0,BCL1
323.0,BCL1
318.0,BCL1
278.0,BCL1
284.0,BCL1
313.0,BCL1
724.0,MIR2
735.0,MIR2
711.0,MIR2
259.0,MIR2
254.0,MIR2
711.0,MIR2
751.0,MIR2
758.0,MIR2
772.0,MIR2
773.0,MIR2
748.0,MIR2
252.0,QL1
244.0,QL1
245.0,QL1
247.0,QL1
243.0,QL1
247.0,QL1
245.0,QL1
243.0,QL1
243.0,QL1
243.0,QL1
244.0,QL1
247.0,QL2
253.0,QL2
257.0,QL2
251.0,QL2
252.0,QL2
252.0,QL2
250.0,QL2
256.0,QL2
251.0,QL2
246.0,QL2
256.0,QL2
254.0,QL3
255.0,QL3
248.0,QL3
251.0,QL3
245.0,QL3
251.0,QL3
246.0,QL3
245.0,QL3
244.0,QL3
249.0,QL3
249.0,QL3
256.0,QL4
239.0,QL4
251.0,QL4
251.0,QL4
252.0,QL4
254.0,QL4
253.0,QL4
247.0,QL4
253.0,QL4
258.0,QL5
253.0,QL5
252.0,QL5
244.0,QL5
252.0,QL5
253.0,QL5
249.0,QL5
246.0,QL5
249.0,QL5
248.0,QL5
252.0,QL5
