fitness,archivo
89.0,BCL1
96.0,BCL1
91.0,BCL1
97.0,BCL1
93.0,BCL1
79.0,BCL1
97.0,BCL1
75.0,BCL1
114.0,BCL1
95.0,BCL1
823.0,MIR2
827.0,MIR2
881.0,MIR2
909.0,MIR2
67.0,MIR2
66.0,MIR2
68.0,MIR2
817.0,MIR2
877.0,MIR2
847.0,MIR2
800.0,MIR2
63.0,QL1
65.0,QL1
66.0,QL1
65.0,QL1
64.0,QL1
65.0,QL1
65.0,QL1
64.0,QL1
64.0,QL1
66.0,QL2
66.0,QL2
65.0,QL2
66.0,QL2
67.0,QL2
67.0,QL2
67.0,QL2
66.0,QL2
66.0,QL2
66.0,QL2
66.0,QL2
68.0,QL3
65.0,QL3
65.0,QL3
67.0,QL3
66.0,QL3
65.0,QL3
67.0,QL3
67.0,QL3
66.0,QL3
67.0,QL3
65.0,QL3
66.0,QL4
65.0,QL4
67.0,QL4
67.0,QL4
65.0,QL4
66.0,QL4
67.0,QL4
65.0,QL4
67.0,QL4
65.0,QL4
65.0,QL4
67.0,QL5
67.0,QL5
65.0,QL5
67.0,QL5
65.0,QL5
66.0,QL5
67.0,QL5
66.0,QL5
66.0,QL5
67.0,QL5
66.0,QL5
