fitness,archivo
119.0,BCL1
133.0,BCL1
109.0,BCL1
101.0,BCL1
81.0,BCL1
120.0,BCL1
102.0,BCL1
88.0,BCL1
113.0,BCL1
134.0,BCL1
95.0,BCL1
588.0,MIR2
527.0,MIR2
570.0,MIR2
640.0,MIR2
600.0,MIR2
562.0,MIR2
636.0,MIR2
638.0,MIR2
610.0,MIR2
561.0,MIR2
71.0,MIR2
71.0,QL1
73.0,QL1
71.0,QL1
72.0,QL1
72.0,QL1
72.0,QL1
71.0,QL1
71.0,QL1
71.0,QL1
73.0,QL1
73.0,QL2
72.0,QL2
72.0,QL2
73.0,QL2
72.0,QL2
73.0,QL2
74.0,QL2
72.0,QL2
73.0,QL2
73.0,QL2
73.0,QL2
74.0,QL3
74.0,QL3
73.0,QL3
73.0,QL3
73.0,QL3
72.0,QL3
73.0,QL3
72.0,QL3
72.0,QL3
74.0,QL3
73.0,QL3
73.0,QL4
73.0,QL4
72.0,QL4
72.0,QL4
72.0,QL4
73.0,QL4
72.0,QL4
73.0,QL4
72.0,QL4
74.0,QL4
73.0,QL4
72.0,QL5
73.0,QL5
73.0,QL5
72.0,QL5
74.0,QL5
73.0,QL5
72.0,QL5
73.0,QL5
73.0,QL5
73.0,QL5
74.0,QL5
