fitness,archivo
69.0,BCL1
70.0,BCL1
69.0,BCL1
71.0,BCL1
71.0,BCL1
70.0,BCL1
71.0,BCL1
69.0,BCL1
70.0,BCL1
70.0,BCL1
71.0,BCL1
70.0,BCL1
70.0,MIR2
71.0,MIR2
72.0,MIR2
72.0,MIR2
72.0,MIR2
73.0,MIR2
72.0,MIR2
72.0,MIR2
73.0,MIR2
72.0,MIR2
72.0,MIR2
71.0,QL1
72.0,QL1
71.0,QL1
70.0,QL1
71.0,QL1
71.0,QL1
72.0,QL1
71.0,QL1
71.0,QL1
72.0,QL1
72.0,QL1
71.0,QL2
71.0,QL2
71.0,QL2
70.0,QL2
71.0,QL2
71.0,QL2
71.0,QL2
71.0,QL2
71.0,QL2
72.0,QL2
72.0,QL2
71.0,QL3
72.0,QL3
69.0,QL3
72.0,QL3
71.0,QL3
71.0,QL3
71.0,QL3
71.0,QL3
70.0,QL3
72.0,QL3
71.0,QL3
71.0,QL4
71.0,QL4
72.0,QL4
72.0,QL4
70.0,QL4
70.0,QL4
71.0,QL4
72.0,QL4
71.0,QL4
72.0,QL4
71.0,QL4
72.0,QL5
71.0,QL5
71.0,QL5
71.0,QL5
71.0,QL5
72.0,QL5
72.0,QL5
70.0,QL5
72.0,QL5
72.0,QL5
71.0,QL5
